basename,objectid,frame,run,date,camera,film_number,film_type,focal_length,photo_series,original_lon,original_lat,original_alt_m,estimated_lon,estimated_lat,estimated_alt_m,alignment_error_m,x_error,y_error,z_error,aligned_in_agisoft,source_url,preview_url,thumbnail_url
MAP1481_frame13900.tif,830330,13900,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.757,-31.98,3048,115.758712,-31.983489,3164.342507,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13900.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13900_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13900_thumbnail.jpg
MAP1481_frame13901.tif,830332,13901,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.768,-31.978,3048,115.768774,-31.982494,3147.256988,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13901.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13901_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13901_thumbnail.jpg
MAP1481_frame13902.tif,830331,13902,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.778,-31.976,3048,115.779041,-31.981344,3137.414871,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13902.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13902_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13902_thumbnail.jpg
MAP1481_frame13903.tif,830334,13903,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.788,-31.974,3048,115.789162,-31.979725,3138.789501,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13903.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13903_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13903_thumbnail.jpg
MAP1481_frame13904.tif,830335,13904,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.799,-31.973,3048,115.799245,-31.978426,3129.196351,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13904.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13904_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13904_thumbnail.jpg
MAP1481_frame13905.tif,830344,13905,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.809,-31.971,3048,115.809543,-31.977102,3114.580707,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13905.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13905_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13905_thumbnail.jpg
MAP1481_frame13906.tif,830345,13906,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.82,-31.97,3048,115.819908,-31.975873,3110.884900,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13906.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13906_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13906_thumbnail.jpg
MAP1481_frame13907.tif,830339,13907,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.831,-31.969,3048,115.830360,-31.974707,3098.490916,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13907.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13907_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13907_thumbnail.jpg
MAP1481_frame13908.tif,830343,13908,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.842,-31.968,3048,115.840954,-31.973452,3101.851103,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13908.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13908_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13908_thumbnail.jpg
MAP1481_frame13909.tif,830340,13909,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.852,-31.967,3048,115.851279,-31.972034,3095.672444,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13909.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13909_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13909_thumbnail.jpg
MAP1481_frame13910.tif,830341,13910,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.863,-31.967,3048,115.861681,-31.970482,3089.114673,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13910.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13910_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13910_thumbnail.jpg
MAP1481_frame13911.tif,830342,13911,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.874,-31.966,3048,115.871953,-31.968560,3084.895554,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13911.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13911_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13911_thumbnail.jpg
MAP1481_frame13912.tif,830338,13912,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.885,-31.965,3048,115.882295,-31.966781,3088.014519,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13912.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13912_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13912_thumbnail.jpg
MAP1481_frame13913.tif,830337,13913,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.896,-31.964,3048,115.892198,-31.965125,3081.917534,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13913.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13913_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13913_thumbnail.jpg
MAP1481_frame13914.tif,830336,13914,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.906,-31.963,3048,115.902252,-31.963779,3069.214826,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13914.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13914_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13914_thumbnail.jpg
MAP1481_frame13915.tif,830347,13915,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.917,-31.962,3048,115.912115,-31.962106,3050.646041,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13915.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13915_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13915_thumbnail.jpg
MAP1481_frame13916.tif,830346,13916,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.928,-31.961,3048,115.922071,-31.960618,3029.506107,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13916.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13916_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13916_thumbnail.jpg
MAP1481_frame13936.tif,830254,13936,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.909,-31.905,3048,115.909544,-31.903893,3143.684888,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13936.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13936_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13936_thumbnail.jpg
MAP1481_frame13937.tif,830256,13937,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.9,-31.907,3048,115.900856,-31.905405,3150.298337,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13937.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13937_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13937_thumbnail.jpg
MAP1481_frame13938.tif,830253,13938,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.89,-31.908,3048,115.892038,-31.906874,3158.429450,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13938.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13938_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13938_thumbnail.jpg
MAP1481_frame13939.tif,830255,13939,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.881,-31.91,3048,115.883207,-31.908250,3167.273584,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13939.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13939_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13939_thumbnail.jpg
MAP1481_frame13940.tif,830262,13940,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.871,-31.911,3048,115.874294,-31.909501,3174.856764,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13940.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13940_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13940_thumbnail.jpg
MAP1481_frame13941.tif,830258,13941,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.863,-31.913,3048,115.865487,-31.910740,3188.020698,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13941.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13941_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13941_thumbnail.jpg
MAP1481_frame13942.tif,830261,13942,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.855,-31.914,3048,115.856763,-31.912416,3196.606340,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13942.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13942_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13942_thumbnail.jpg
MAP1481_frame13943.tif,830260,13943,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.847,-31.916,3048,115.848094,-31.914048,3211.039870,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13943.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13943_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13943_thumbnail.jpg
MAP1481_frame13944.tif,830259,13944,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.839,-31.917,3048,115.839380,-31.915617,3224.782752,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13944.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13944_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13944_thumbnail.jpg
MAP1481_frame13945.tif,830265,13945,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.83,-31.919,3048,115.830574,-31.917104,3229.838036,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13945.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13945_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13945_thumbnail.jpg
MAP1481_frame13946.tif,830270,13946,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.821,-31.92,3048,115.821571,-31.918895,3237.447825,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13946.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13946_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13946_thumbnail.jpg
MAP1481_frame13947.tif,830271,13947,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.811,-31.922,3048,115.812503,-31.920727,3246.899093,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13947.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13947_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13947_thumbnail.jpg
MAP1481_frame13948.tif,830267,13948,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.802,-31.923,3048,115.803799,-31.922249,3261.142650,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13948.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13948_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13948_thumbnail.jpg
MAP1481_frame13949.tif,830269,13949,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.792,-31.925,3048,115.794557,-31.923845,3272.612742,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13949.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13949_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13949_thumbnail.jpg
MAP1481_frame13950.tif,830266,13950,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.782,-31.927,3048,115.785234,-31.925461,3283.131231,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13950.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13950_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13950_thumbnail.jpg
MAP1481_frame13951.tif,830263,13951,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.773,-31.928,3048,115.776092,-31.927257,3293.005957,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13951.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13951_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13951_thumbnail.jpg
MAP1481_frame13952.tif,830268,13952,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.763,-31.93,3048,115.776389,-31.928530,3290.549882,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13952.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13952_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13952_thumbnail.jpg
MAP1481_frame13953.tif,830264,13953,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.754,-31.931,3048,115.758812,-31.929183,3291.537942,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13953.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13953_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13953_thumbnail.jpg
MAP1481_frame13954.tif,830272,13954,11,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.744,-31.933,3048,115.750309,-31.930139,3315.445761,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13954.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13954_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13954_thumbnail.jpg
MAP1481_frame13955.tif,830308,13955,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.748,-31.964,3048,115.753170,-31.964635,3254.429837,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13955.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13955_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13955_thumbnail.jpg
MAP1481_frame13956.tif,830309,13956,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.759,-31.962,3048,115.763357,-31.963459,3250.337844,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13956.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13956_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13956_thumbnail.jpg
MAP1481_frame13957.tif,830307,13957,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.77,-31.961,3048,115.773392,-31.961979,3243.796174,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13957.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13957_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13957_thumbnail.jpg
MAP1481_frame13958.tif,830306,13958,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.781,-31.959,3048,115.783398,-31.960543,3238.662689,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13958.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13958_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13958_thumbnail.jpg
MAP1481_frame13959.tif,830305,13959,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.792,-31.957,3048,115.793632,-31.959298,3238.273658,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13959.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13959_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13959_thumbnail.jpg
MAP1481_frame13960.tif,830310,13960,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.803,-31.956,3048,115.803532,-31.958611,3239.827900,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13960.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13960_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13960_thumbnail.jpg
MAP1481_frame13961.tif,830311,13961,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.812,-31.954,3048,115.813265,-31.958177,3219.530744,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13961.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13961_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13961_thumbnail.jpg
MAP1481_frame13962.tif,830312,13962,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.822,-31.953,3048,115.823782,-31.957081,3199.062257,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13962.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13962_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13962_thumbnail.jpg
MAP1481_frame13963.tif,830314,13963,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.831,-31.951,3048,115.834931,-31.955833,3209.744161,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13963.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13963_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13963_thumbnail.jpg
MAP1481_frame13964.tif,830313,13964,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.841,-31.95,3048,115.845187,-31.954932,3206.781175,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13964.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13964_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13964_thumbnail.jpg
MAP1481_frame13965.tif,830316,13965,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.85,-31.948,3048,115.855278,-31.954026,3199.496267,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13965.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13965_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13965_thumbnail.jpg
MAP1481_frame13966.tif,830315,13966,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.862,-31.948,3048,115.865942,-31.952885,3185.296799,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13966.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13966_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13966_thumbnail.jpg
MAP1481_frame13967.tif,830318,13967,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.873,-31.947,3048,115.876491,-31.951333,3168.823489,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13967.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13967_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13967_thumbnail.jpg
MAP1481_frame13968.tif,830319,13968,13,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.885,-31.946,3048,115.887610,-31.949539,3158.995097,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13968.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13968_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13968_thumbnail.jpg
